"CrashName","Name","Sex","Age","Speed","VehicleDamage","PartyCategory","Sobriety","VehicleDirection","MovementPrecedingCollision","PartyType","OtherAssociatedFactor","VehicleCount","ViolationCode","ViolationCodeDescription"
"CR-0000087862","ACV-0000179652","M","58","","Major","Driver","Impairment Not Known","North","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087867","ACV-0000179660","M","25","","Totaled","Driver","Impairment Not Known","North","Proceeding Straight","Car","None Apparent","1","21658","Unsafe Lane Change"
"CR-0000087866","ACV-0000179659","","0","","Moderate","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087867","ACV-0000179661","","0","","Unknown","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087868","ACV-0000179664","M","0","","Moderate","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087868","ACV-0000179663","F","0","","Moderate","Driver","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087869","ACV-0000179665","","0","","Minor","Driver","Impairment Not Known","North","Entering Traffic","Car","Other Violation","1","21804","Yield From Driveway/Curb"
"CR-0000087869","ACV-0000179666","M","42","","Unknown","Driver","Not Applicable","East","Proceeding Straight","Panel Truck","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087872","ACV-0000179670","F","57","","Unknown","Driver","Impairment Not Known","West","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000087871","ACV-0000179668","","0","","Unknown","Driver","Impairment Not Known","Unknown","Unknown","Unknown","Unknown","1","Unknown","Unknown"
"CR-0000087873","ACV-0000179672","F","41","","Unknown","Driver","Impairment Not Known","Unknown","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000087875","ACV-0000179676","F","0","","None","Driver","Had Not Been Drinking","West","Entering Traffic","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087871","ACV-0000179667","","0","","Unknown","Parked","Not Applicable","Not Applicable","Parked","Car","Unknown","1","Unknown","Unknown"
"CR-0000087873","ACV-0000179671","M","0","","Unknown","Driver","Impairment Not Known","Unknown","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000087875","ACV-0000179675","M","0","","Not Applicable","Bicycle","Had Not Been Drinking","South","Proceeding Straight","Bicycle","None Apparent","1","00001","Other Improper Driving"
"CR-0000087872","ACV-0000179669","","0","","Unknown","Driver","Impairment Not Known","South","Making Right Turn","Car","Unknown","1","Unknown","Unknown"
"CR-0000087874","ACV-0000179673","M","30","","Unknown","Driver","Impairment Not Known","Unknown","Unknown","Car","Unknown","1","Unknown","Unknown"
"CR-0000087876","ACV-0000179677","M","35","","Major","Driver","Had Not Been Drinking","North","Proceeding Straight","Car","Unknown","1","21453","Run Red Light"
"CR-0000087877","ACV-0000179680","F","0","","Minor","Driver","Had Not Been Drinking","East","Proceeding Straight","Emergency Vehicle","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087879","ACV-0000179684","M","30","","Minor","Driver","Had Not Been Drinking","South","Proceeding Straight","Panel Truck","Unknown","1","Unknown","Unknown"
"CR-0000087874","ACV-0000179674","","0","","Unknown","Driver","Impairment Not Known","Unknown","Unknown","Unknown","Unknown","1","Unknown","Unknown"
"CR-0000087876","ACV-0000179678","M","39","","Major","Driver","Had Not Been Drinking","West","Proceeding Straight","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000087878","ACV-0000179682","M","53","","Minor","Driver","Impairment Not Known","North","Stopped","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087877","ACV-0000179679","F","86","","Minor","Driver","Had Not Been Drinking","East","Changing Lanes","Car","Inattention","1","22107","Unsafe Turn Movement"
"CR-0000087878","ACV-0000179683","F","39","","Minor","Driver","Impairment Not Known","North","Stopped","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087880","ACV-0000179687","M","30","","Moderate","Driver","Had Not Been Drinking","East","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000087878","ACV-0000179681","","0","","Moderate","Driver","Impairment Not Known","North","Proceeding Straight","Car","Other Violation","1","22350","Speeding"
"CR-0000087879","ACV-0000179685","M","0","","None","Driver","Had Not Been Drinking","South","Proceeding Straight","Emergency Vehicle","Unknown","1","Unknown","Unknown"
"CR-0000087881","ACV-0000179689","M","28","","Moderate","Driver","Had Not Been Drinking","West","Proceeding Straight","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000087881","ACV-0000179688","","0","","Unknown","Driver","Impairment Not Known","North","Proceeding Straight","Unknown","Other Violation","1","21453","Run Red Light"
"CR-0000087883","ACV-0000179692","M","51","","Unknown","Driver","Impairment Not Known","South","Proceeding Straight","Panel Truck","Other Violation","1","22350","Speeding"
"CR-0000087885","ACV-0000179696","M","0","","Minor","Driver","Had Not Been Drinking","South","Proceeding Straight","Emergency Vehicle","Inattention","1","22350","Speeding"
"CR-0000087880","ACV-0000179686","M","26","","Moderate","Driver","Had Not Been Drinking","East","Making Right Turn","Emergency Vehicle","Unknown","1","Unknown","Unknown"
"CR-0000087882","ACV-0000179690","","0","","Unknown","Driver","Impairment Not Known","South","Proceeding Straight","Car","Other Violation","1","Unknown","Unknown"
"CR-0000087884","ACV-0000179694","F","32","","Moderate","Driver","Had Not Been Drinking","North","Making Left Turn","Car","None Apparent","1","21804","Yield From Driveway/Curb"
"CR-0000087882","ACV-0000179691","M","19","","Not Applicable","Pedestrian","Impairment Not Known","Unknown","Other (Ped)","Skateboard","Unknown","1","Unknown","Unknown"
"CR-0000087884","ACV-0000179695","M","0","","Moderate","Driver","Had Not Been Drinking","East","Proceeding Straight","Emergency Vehicle","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087883","ACV-0000179693","F","15","","Not Applicable","Bicycle","Not Applicable","East","Other (Bike)","Bicycle","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087885","ACV-0000179697","","0","","Unknown","Driver","Impairment Not Known","East","Making Left Turn","Car","Other Violation","1","Not Applicable","Not Applicable"
"CR-0000087887","ACV-0000179701","M","33","","Not Applicable","Pedestrian","Impairment Not Known","South","Other (Ped)","Pedestrian","Unknown","1","Not Applicable","Not Applicable"
"CR-0000087889","ACV-0000179705","","0","","Major","Driver","Impairment Not Known","South","Proceeding Straight","Car","Other Violation","1","21453","Run Red Light"
"CR-0000087887","ACV-0000179700","M","22","","Unknown","Driver","Impairment Not Known","North","Proceeding Straight","Car","Other Violation","1","22350","Speeding"
"CR-0000087888","ACV-0000179704","M","48","","Unknown","Driver","Impairment Not Known","South","Stopped","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087886","ACV-0000179699","M","38","","Minor","Parked","Not Applicable","Not Applicable","Parked","Emergency Vehicle","Unknown","1","Not Applicable","Not Applicable"
"CR-0000087888","ACV-0000179703","M","22","","Major","Driver","Impairment Not Known","South","Proceeding Straight","Car","None Apparent","1","22350","Speeding"
"CR-0000087886","ACV-0000179698","M","35","","Minor","Driver","Had Been Drinking - Under Influence","South","Proceeding Straight","Car","Other Violation","1","22350","Speeding"
"CR-0000087887","ACV-0000179702","","0","","Unknown","Parked","Not Applicable","Not Applicable","Parked","Panel Truck","Unknown","1","Not Applicable","Not Applicable"
"CR-0000087889","ACV-0000179706","M","42","","Major","Driver","Had Not Been Drinking","East","Making Left Turn","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087906","ACV-0000179742","F","58","","Minor","Driver","Had Not Been Drinking","South","Making Right Turn","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087909","ACV-0000179747","F","41","","Not Applicable","Pedestrian","Had Been Drinking - Under Influence","South","Entering Traffic","Pedestrian","Other Violation","1","21954","Pedestrian Yield Car"
"CR-0000087912","ACV-0000179755","","0","","Unknown","Driver","Impairment Not Known","South","Unknown","Car","Unknown","1","Unknown","Unknown"
"CR-0000087890","ACV-0000179707","","0","","Moderate","Driver","Impairment Not Known","East","Other Unsafe Turning","Car","Other Violation","1","22107","Unsafe Turn Movement"
"CR-0000087899","ACV-0000179727","F","24","","Unknown","Driver","Impairment Not Known","Unknown","Making Left Turn","Car","Unknown","1","Unknown","Unknown"
"CR-0000087891","ACV-0000179711","F","36","","Moderate","Driver","Had Not Been Drinking","South","Proceeding Straight","Car","Unknown","1","21804","Yield From Driveway/Curb"
"CR-0000087907","ACV-0000179744","M","61","","Minor","Driver","Had Not Been Drinking","West","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087913","ACV-0000179756","F","25","","Unknown","Driver","Impairment Not Known","Unknown","Changing Lanes","Car","Unknown","1","Unknown","Unknown"
"CR-0000087890","ACV-0000179710","","0","","Minor","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087898","ACV-0000179726","M","52","","Unknown","Driver","Impairment Not Known","Unknown","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000087897","ACV-0000179724","F","22","","Unknown","Driver","Impairment Not Known","West","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000087912","ACV-0000179754","","29","","Unknown","Driver","Impairment Not Known","South","Making U-Turn","Car","Unknown","1","Unknown","Unknown"
"CR-0000087892","ACV-0000179714","F","54","","Minor","Driver","Impairment Not Known","East","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087906","ACV-0000179741","M","20","","Minor","Bicycle","Had Not Been Drinking","East","Proceeding Straight","Bicycle","None Apparent","1","21651","Divided Highway"
"CR-0000087913","ACV-0000179757","","0","","Unknown","Driver","Impairment Not Known","Unknown","Passing Other Vehicles","Unknown","Unknown","1","Unknown","Unknown"
"CR-0000087890","ACV-0000179708","","0","","Minor","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087897","ACV-0000179723","","0","","Unknown","Driver","Impairment Not Known","South","Making Left Turn","Car","Unknown","1","Unknown","Unknown"
"CR-0000087900","ACV-0000179730","M","0","","Not Applicable","Bicycle","Impairment Not Known","Unknown","Traveling Wrong Way","Bicycle","Unknown","1","Unknown","Unknown"
"CR-0000087908","ACV-0000179745","M","26","","Moderate","Driver","Had Not Been Drinking","West","Making Left Turn","Car","None Apparent","1","22107","Unsafe Turn Movement"
"CR-0000087895","ACV-0000179720","","0","","Major","Parked","Not Applicable","Not Applicable","Parked","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000087907","ACV-0000179743","","0","","Minor","Driver","Impairment Not Known","East","Proceeding Straight","Panel Truck","Other Violation","1","23103","Reckless Driving 2"
"CR-0000087909","ACV-0000179748","M","26","","None","Driver","Had Not Been Drinking","West","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087910","ACV-0000179749","M","62","","Minor","Driver","Had Not Been Drinking","South","Making Left Turn","Car","Other Violation","1","22107","Unsafe Turn Movement"
"CR-0000087908","ACV-0000179746","M","27","","Major","Driver","Had Not Been Drinking","South","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087915","ACV-0000179760","M","29","","Unknown","Driver","Impairment Not Known","South","Backing","Panel Truck","Unknown","1","Unknown","Unknown"
"CR-0000087893","ACV-0000179715","M","19","","Major","Driver","Had Not Been Drinking","South","Proceeding Straight","Car","Speeding","1","21453","Run Red Light"
"CR-0000087900","ACV-0000179729","F","29","","Unknown","Driver","Impairment Not Known","South","Making Left Turn","Car","Unknown","1","Unknown","Unknown"
"CR-0000087890","ACV-0000179709","","0","","Major","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087899","ACV-0000179728","","0","","Unknown","Driver","Impairment Not Known","Unknown","Stopped","Car","Unknown","1","Unknown","Unknown"
"CR-0000087894","ACV-0000179717","F","54","","Moderate","Driver","Had Been Drinking - Under Influence","North","Proceeding Straight","Car","None Apparent","1","22350","Speeding"
"CR-0000087916","ACV-0000179763","M","54","","Not Applicable","Pedestrian","Impairment Not Known","Not Applicable","Other (Ped)","Pedestrian","Unknown","1","Not Applicable","Not Applicable"
"CR-0000087896","ACV-0000179722","M","28","","Minor","Driver","Had Not Been Drinking","South","Stopped","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087903","ACV-0000179736","M","66","","Minor","Driver","Impairment Not Known","East","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087911","ACV-0000179753","M","0","","Unknown","Driver","Impairment Not Known","North","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000087898","ACV-0000179725","","0","","Unknown","Driver","Impairment Not Known","Unknown","Proceeding Straight","Unknown","Unknown","1","Unknown","Unknown"
"CR-0000087902","ACV-0000179734","M","43","","Minor","Driver","Impairment Not Known","South","Stopped","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087903","ACV-0000179735","M","62","","Minor","Driver","Impairment Not Known","West","Making Left Turn","Car","Other Violation","1","21453","Run Red Light"
"CR-0000087904","ACV-0000179737","F","48","","Moderate","Driver","Had Not Been Drinking","South","Proceeding Straight","Car","None Apparent","1","22450","Fail Stop/Sign"
