"CrashFactId","Name","MinorInjuries","ModerateInjuries","SevereInjuries","FatalInjuries","TcrNumber","CityDamageFlag","ShortFormFlag","Distance","CrashDateTime","PedestrianAction","RoadwaySurface","RoadwayCondition","Lighting","PrimaryCollisionFactor","TrafficControl","Weather","CollisionType","ProximityToIntersection","VehicleInvolvedWith","PedestrianDirectionFrom","PedestrianDirectionTo","DirectionFromIntersection","Comment"
"678184","CR-0000087357","1","0","0","0","21-192-0424","False","False","278","7/11/2021 12:30:00 PM","No Pedestrians Involved","Unknown","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Unknown","Sideswipe","Non-Related","Other Vehicle","Not Applicable","Not Applicable","North Of",""
"678185","CR-0000087359","0","0","0","0","21-164-0856","False","False","350","6/13/2021 8:53:00 PM","No Pedestrians Involved","Dry","Unknown","Dusk - Dawn","Violation Driver 1","No Controls Present/Factor","Clear","Rear End","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","West Of",""
"678186","CR-0000087360","1","0","0","0","21-190-1038","False","False","0","7/9/2021 9:36:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Rear End","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"678187","CR-0000087361","0","1","0","0","21-196-0501","False","False","0","7/15/2021 12:32:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"678188","CR-0000087362","1","0","0","0","21-198-0512","False","False","45","7/17/2021 3:10:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Rear End","Related","Other Vehicle","Not Applicable","Not Applicable","West Of",""
"678189","CR-0000087369","0","1","0","0","21-190-0146","False","False","235","7/9/2021 5:20:00 AM","In Road - Includes Shoulder","Dry","No Unusual Conditions","Dark - Street Light","Pedestrian At Fault","No Controls Present/Factor","Clear","Vehicle/Pedestrian","Non-Related","Pedestrian","No Direction (Not Walking)","No Direction (Not Walking)","North Of","Hit and Run"
"678190","CR-0000087370","1","0","0","0","21-190-0405","False","False","175","7/9/2021 10:48:00 AM","No Pedestrians Involved","Dry","Unknown","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Rear End","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","North Of","Illegally parked car"
"678191","CR-0000087371","1","0","0","0","21-193-0625","False","False","165","7/12/2021 4:12:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Unknown","Controls Functioning","Clear","Sideswipe","Non-Related","Other Vehicle","Not Applicable","Not Applicable","North Of",""
"678192","CR-0000087372","0","1","0","0","21-193-0760","False","False","0","7/12/2021 6:30:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Broadside","Intersection","Motorcycle","Not Applicable","Not Applicable","At",""
"678193","CR-0000087373","1","0","0","0","21-216-9704","True","False","51","7/12/2021 8:00:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Unknown","Controls Functioning","Clear","Broadside","Non-Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"678194","CR-0000087374","0","1","0","0","21-193-0904","False","False","0","7/12/2021 9:16:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dusk - Dawn","Violation Driver 1","Controls Functioning","Clear","Head On","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"678195","CR-0000087375","1","0","0","0","21-194-0226","False","False","0","7/13/2021 8:30:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Head On","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"678196","CR-0000087376","0","0","0","0","21-194-0484","False","False","51","7/13/2021 12:25:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Sideswipe","Non-Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"678197","CR-0000087377","1","0","0","0","21-195-0284","False","False","55","7/14/2021 9:10:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Rear End","Non-Related","Other Vehicle","Not Applicable","Not Applicable","East Of",""
"678198","CR-0000087378","0","1","0","0","21-195-0752","True","False","51","7/14/2021 4:46:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Hit Object","Non-Related","Fixed Object","Not Applicable","Not Applicable","West Of","Cement Bridge"
"678199","CR-0000087379","1","0","0","0","21-196-0465","True","False","186","7/15/2021 12:00:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Rear End","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","East Of","Light pole"
"678200","CR-0000087380","0","1","0","0","21-196-0878","False","False","0","7/15/2021 6:40:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"678201","CR-0000087381","1","0","0","0","21-197-0424","False","False","0","7/16/2021 1:17:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Rear End","Intersection","Motorcycle","Not Applicable","Not Applicable","At",""
"678202","CR-0000087382","1","0","0","0","21-197-0462","False","False","0","7/16/2021 2:08:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Head On","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"678203","CR-0000087383","0","0","0","0","21-198-0134","False","False","102","7/17/2021 3:13:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Unknown","Controls Functioning","Clear","Rear End","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","West Of",""
"678204","CR-0000087384","1","0","0","0","21-198-0358","False","False","48","7/17/2021 11:24:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Rear End","Related","Other Vehicle","Not Applicable","Not Applicable","North Of",""
"678205","CR-0000087385","0","1","0","0","21-199-0903","False","False","50","7/18/2021 9:36:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Bike At Fault","Controls Functioning","Cloudy","Vehicle/Bike","Related","Bike","Not Applicable","Not Applicable","North Of",""
"678206","CR-0000087386","0","0","0","0","21-200-0079","True","False","560","7/19/2021 2:28:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Hit Object","Non-Related","Fixed Object","Not Applicable","Not Applicable","East Of","Curb, tree"
"678207","CR-0000087387","1","0","0","0","21-200-0803","False","False","725","7/19/2021 6:50:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Broadside","Non-Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"678208","CR-0000087392","1","0","0","0","21-205-0259","False","False","45","7/24/2021 8:47:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Broadside","Related","Other Vehicle","Not Applicable","Not Applicable","West Of",""
"678209","CR-0000087425","0","1","0","0","21-204-0068","False","False","","7/23/2021 1:49:00 AM","No Pedestrians Involved","Dry","Construction - Repair Zone","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Rear End","Related","Motor Vehicle On Other Roadway","Not Applicable","Not Applicable","West Of",""
"678210","CR-0000087397","1","0","0","0","21-210-0485","False","False","0","7/29/2021 12:48:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Bike At Fault","No Controls Present/Factor","Clear","Vehicle/Bike","Intersection","Bike","Not Applicable","Not Applicable","At",""
"678211","CR-0000087416","1","0","0","0","21-197-0260","False","False","50","7/17/2021 12:41:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Unknown","Controls Functioning","Clear","Broadside","Related","Motor Vehicle On Other Roadway","Not Applicable","Not Applicable","West Of",""
"678212","CR-0000087422","5","1","0","0","21-202-0866","False","False","0","7/21/2021 7:48:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Head On","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"678213","CR-0000087413","0","1","0","0","21-197-0756","False","False","0","7/16/2021 7:04:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dusk - Dawn","Unknown","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"678214","CR-0000087391","0","1","0","0","21-204-0513","True","False","0","7/23/2021 2:29:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Hit Object","Intersection","Fixed Object","Not Applicable","Not Applicable","At","Traffic light"
"678215","CR-0000087405","0","0","0","0","21-212-0996","False","False","0","7/31/2021 10:56:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Head On","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"678216","CR-0000087394","3","0","0","0","21-208-0663","False","False","0","7/27/2021 5:07:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Rear End","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"678217","CR-0000087420","0","1","0","0","21-201-1035","True","False","68","7/21/2021 1:34:00 AM","No Pedestrians Involved","Dry","Loose Material On Roadway","Dark - Street Light","Violation Driver 1","Unknown","Clear","Hit Object","Non-Related","Other Object","Not Applicable","Not Applicable","East Of","Tree/Dirt rock Pile"
"678218","CR-0000087395","2","0","0","0","21-208-0748","False","False","0","7/27/2021 6:36:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Sideswipe","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"678219","CR-0000087423","2","0","0","0","21-203-0145","False","False","265","7/22/2021 7:00:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Sideswipe","Non-Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"678220","CR-0000087411","0","1","0","0","21-197-0070","False","False","50","7/16/2021 2:48:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Rear End","Related","Parked Vehicle","Not Applicable","Not Applicable","East Of",""
"678221","CR-0000087409","0","0","0","0","21-196-0497","False","False","57","7/15/2021 12:25:00 PM","No Pedestrians Involved","Dry","Other","Daylight","Violation Driver 1","Unknown","Clear","Head On","Non-Related","Other Object","Not Applicable","Not Applicable","East Of",""
"678222","CR-0000087424","1","0","0","0","21-203-0609","False","False","340","7/22/2021 4:36:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Other","Non-Related","Other Vehicle","Not Applicable","Not Applicable","West Of",""
"678223","CR-0000087419","0","1","0","0","21-201-0674","False","False","0","7/20/2021 4:25:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"678224","CR-0000087396","1","0","0","0","21-208-0900","False","False","0","7/28/2021 9:42:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Sideswipe","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"678225","CR-0000087402","0","0","0","0","21-211-0943","False","False","33","7/30/2021 8:40:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Rear End","Related","Parked Vehicle","Not Applicable","Not Applicable","North Of",""
"678226","CR-0000087400","2","0","0","0","21-211-0108","False","False","0","7/30/2021 3:02:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Rear End","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"678227","CR-0000087404","1","0","0","0","21-212-0959","False","False","0","7/31/2021 10:30:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Rear End","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"678228","CR-0000087415","0","2","0","0","21-198-0354","False","False","545","7/17/2021 11:15:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Broadside","Non-Related","Other Vehicle","Not Applicable","Not Applicable","West Of",""
"678229","CR-0000087412","0","1","0","0","21-197-0730","False","False","113","7/16/2021 6:39:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Broadside","Non-Related","Bike","Not Applicable","Not Applicable","South Of","Bike"
"678230","CR-0000087390","1","1","0","0","21-202-0748","False","False","0","7/21/2021 5:51:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"678231","CR-0000087408","2","1","0","0","21-195-0168","False","False","0","7/14/2021 7:20:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Unknown","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
